,Unnamed: 0,created_at,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,retweeted_id,retweeted_screen_name,user_mentions_screen_name,user_mentions_id,tweet,user_id,screen_name,followers_count,sentiment
792,792,2019-03-30 20:52:01,1112095156625461248,0,0.0,0.0,878008262129483776,moviepollz,moviepollz,878008262129483776,never took avengers united fought factions separately…,962321587167952896,tn2001_tn,29,Negative
793,793,2019-03-30 20:52:02,1112095160811155456,0,0.0,0.0,2611110468,xjordanugo,xjordanugo,2611110468,trailer avengers infinity war,2263297843,2014AM_,303,Negative
794,794,2019-03-30 20:52:03,1112095164674334721,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,1010640426829672448,scarletxspace,978,Negative
795,795,2019-03-30 20:52:07,1112095181921083392,gunner_x49,1.1120942342516612e+18,9.898387154544764e+17,0,0,gunner_x49,989838715454476288,lol 😂 avengers movie,401349343,Singlese,6542,Positive
796,796,2019-03-30 20:52:09,1112095190288867334,brie_sparkles,1.1120016428100404e+18,4874413749.0,0,0,brie_sparkles,4874413749,infinity war avengers iron man iron man gotg vol,625581150,_Sid14_,565,Negative
797,797,2019-03-30 20:52:14,1112095208177614848,0,0.0,0.0,0,0,0,0,avengers,1100238656030294016,exhalemelody,30,Neutral
798,798,2019-03-30 20:52:15,1112095215903522816,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1962923324,tomlinsonrogers,1489,Negative
799,799,2019-03-30 20:52:18,1112095225873354752,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,830509865256763398,Katie7620,900,Negative
800,800,2019-03-30 20:52:23,1112095246924443648,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,940235876109402112,Souvik47896910,8,Negative
801,801,2019-03-30 20:52:30,1112095278235074560,OrihimeNitta,9.950342982553724e+17,126778641.0,0,0,0,0,fanfic resubido ship winterfrost loki x bucky wrixy avengers buckybarnes…,126778641,OrihimeNitta,178,Positive
802,802,2019-03-30 20:52:34,1112095292973875202,0,0.0,0.0,0,0,0,0,,844705843,FacuFreeman,746,Neutral
803,803,2019-03-30 20:52:37,1112095308601847808,0,0.0,0.0,0,0,0,0,found avengers endgame might differ pakistan ’ throw fit,787739184224149504,emandhertweets,540,Negative
804,804,2019-03-30 20:52:42,1112095327891398657,0,0.0,0.0,2351341679,downeysduckling,downeysduckling,2351341679,breaking news avengers endgame could getting rd trailer,1094984043207290880,SophiaMCULover,74,Positive
805,805,2019-03-30 20:52:46,1112095345092292611,0,0.0,0.0,3263526110,urvong,urvong,3263526110,found spongebob avengers trailer youtube,2870139829,expnathaniel,44,Neutral
806,806,2019-03-30 20:52:50,1112095363182137344,0,0.0,0.0,0,0,0,0,score thanos sacrifices gamora score scarlet witch sacrifice vision similar…,63023157,SavvyAunty,456,Positive
807,807,2019-03-30 20:52:52,1112095368358125569,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,3955641563,halxny,563,Negative
808,808,2019-03-30 20:52:52,1112095367640821760,0,0.0,0.0,0,0,rahalarts,939286768666505217,wolverine joins avengers edit,1108973303287275522,MarvelWorld5,7,Positive
809,809,2019-03-30 20:52:54,1112095378176786433,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,896337811,6_JoniAngel,522,Negative
810,810,2019-03-30 20:52:55,1112095382979383296,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,741293946027016192,davecarp14,1879,Negative
811,811,2019-03-30 20:53:00,1112095404500439040,0,0.0,0.0,0,0,0,0,well differ ineffectual privileged effete softpenis 'd debutante want star…,1018702840364195840,ImThatJames,768,Negative
812,812,2019-03-30 20:53:01,1112095409097396225,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,390494921,espinozav15,243,Negative
813,813,2019-03-30 20:53:03,1112095416508657668,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,974069828343382017,Stuckyaremydads,9,Negative
814,814,2019-03-30 20:53:04,1112095418203209729,mohammedhollyx,0.0,27161417.0,0,0,mohammedhollyx,27161417,um ok need need whole thing life,383330417,BrieShika,267,Negative
815,815,2019-03-30 20:53:04,1112095421654945792,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,2836012646,Athitaya03,43,Negative
816,816,2019-03-30 20:53:04,1112095421797560320,0,0.0,0.0,18340309,jmatonak,jmatonak,18340309,janet chair main avengers team mids janet became leader avengers avengers …,21994272,chibikonatsu,108,Neutral
817,817,2019-03-30 20:53:07,1112095433516568577,0,0.0,0.0,0,0,YouTube,10228272,laugh slap try cry avengers endgame edition via,1110582604594663425,FabricioFbz,25,Negative
818,818,2019-03-30 20:53:09,1112095439740903424,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,95413441,_diesis,273,Negative
819,819,2019-03-30 20:53:10,1112095445893947394,0,0.0,0.0,55670753,DC_Douglas,DC_Douglas,55670753,let voices heard voiceover avengersendgame avengers avengersmes r…,451853450,HalfElfMage,218,Positive
820,820,2019-03-30 20:53:12,1112095451405320193,brie_sparkles,1.1120016428100404e+18,4874413749.0,0,0,brie_sparkles,4874413749,thor ragnarok catws ’ choose amp u ’ make captain marvel gotg amatw avengers iw,1069963727129186305,buckyssoul,67,Negative
821,821,2019-03-30 20:53:14,1112095460980854784,0,0.0,0.0,909466584212631552,slaypreme,slaypreme,909466584212631552,preorder available order funko pop avengers endgame •hulk gamestop exclusive •captain america hot topic •…,994690269789458434,DPSKOOKYMONSTER,174,Negative
822,822,2019-03-30 20:53:14,1112095461857550342,0,0.0,0.0,918274438235394048,thefilmpoll,thefilmpoll,918274438235394048,anticipated shared universe film april avengers avengersendgame endgame captainmarvel ma…,125741757,lightscameraatx,1590,Negative
823,823,2019-03-30 20:53:14,1112095463195308032,AdamWylde,1.1120947215838618e+18,55121758.0,0,0,AdamWylde,55121758,'re saying tonight leafs avengers,505046269,ghost_curse,17,Neutral
824,824,2019-03-30 20:53:17,1112095475212132352,0,0.0,0.0,0,0,0,0,captain marvel awesome canot wait avengers,477319732,Tonya_Dougherty,343,Negative
825,825,2019-03-30 20:53:18,1112095479221899267,Avengers,0.0,393852070.0,0,0,Avengers,393852070,endgame going far ’ crying one makes remember character wash pl…,767426579047723008,FrostKnight_88,227,Negative
826,826,2019-03-30 20:53:20,1112095487052709888,stevewmorris,1.1120946514004952e+18,14981026.0,0,0,stevewmorris,14981026,young avengers planetary new frontier superman secret identity,14346659,ten_bandits,1833,Negative
827,827,2019-03-30 20:53:24,1112095503435603969,0,0.0,0.0,35175054,gregorybrothers,gregorybrothers,35175054,thanos wo n't lack chance avengers join full vid,955428920429596678,angamume,30,Neutral
828,828,2019-03-30 20:53:28,1112095518946193410,0,0.0,0.0,906094669,IEarths,IEarths,906094669,hot toys avengers endgame iron man unveiled avengers avengersendgame ironman marvel,793505309859852289,TheGreatPhilsby,60,Negative
829,829,2019-03-30 20:53:29,1112095525640302593,0,0.0,0.0,14483306,kdubbiscreative,kdubbiscreative,14483306,grot 🌱succulents suculentsofinstagram grot avengers,2942691154,Cactofilia,6495,Negative
830,830,2019-03-30 20:53:30,1112095527850700800,0,0.0,0.0,2896294831,ComicBookNOW,ComicBookNOW,2896294831,'avengers endgame ' director says test screening reactions incredible,4851957045,K3Soulja,65,Neutral
831,831,2019-03-30 20:53:30,1112095530035920904,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,937024546468659200,Santucc90424370,6,Negative
832,832,2019-03-30 20:53:32,1112095537786806272,0,0.0,0.0,55670753,DC_Douglas,DC_Douglas,55670753,let voices heard voiceover avengersendgame avengers avengersmes r…,3164369882,Golan_7,91,Positive
833,833,2019-03-30 20:53:34,1112095545751855104,0,0.0,0.0,0,0,0,0,score thanos sacrifices gamora score scarlet witch sacrifice vision similar ye…,63023157,SavvyAunty,456,Positive
834,834,2019-03-30 20:53:37,1112095559047876608,0,0.0,0.0,1948293908,theblerdgurl,theblerdgurl,1948293908,avengers done,42507172,kayfey,3228,Neutral
835,835,2019-03-30 20:53:39,1112095565335146496,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,2841925990,AgeOfTheGeek14,84,Negative
836,836,2019-03-30 20:53:39,1112095567541424128,0,0.0,0.0,1009258954176827392,summerdru,summerdru,1009258954176827392,starlord messing avengers chance beating thanos,3994169112,Cozy_Daniel,209,Negative
837,837,2019-03-30 20:53:44,1112095586130583553,0,0.0,0.0,909466584212631552,slaypreme,slaypreme,909466584212631552,preorder available order funko pop avengers endgame •hulk gamestop exclusive •captain america hot topic •…,975046604016070656,colton_goshert,8,Negative
838,838,2019-03-30 20:53:44,1112095587233456129,0,0.0,0.0,0,0,0,0,avengers endgame toys new poster hit walma shelves stockawiki fast breaking financial news avengers…,1017086923507040256,stockawiki,118,Negative
839,839,2019-03-30 20:53:46,1112095597366935554,0,0.0,0.0,0,0,0,0,way post credit scene antman wasp went antman come back quantum stuff an…,49671387,tonypox,9574,Negative
840,840,2019-03-30 20:53:48,1112095605042700288,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,4236092363,chaasnewt,307,Negative
841,841,2019-03-30 20:53:48,1112095605801680896,0,0.0,0.0,176804615,bingthisway,bingthisway,176804615,two six original avengers survive avengers,1440711253,saz_tex,522,Negative
842,842,2019-03-30 20:53:48,1112095606338740224,0,0.0,0.0,0,0,0,0,“ burdened glorious purpose ” random quotes marvel movies avengers marvelmoviemarathon,239976339,AlisonLeaSmith,904,Neutral
843,843,2019-03-30 20:53:54,1112095627981131776,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,1965510890,shazleenazreena,278,Negative
844,844,2019-03-30 20:54:00,1112095655080742913,kmvanderberg,1.111839133045973e+18,211617790.0,0,0,kmvanderberg,211617790,avengers much opounity defeat thanos thor could strike thanos a…,2734209484,superwomanlois,275,Negative
845,845,2019-03-30 20:54:00,1112095655638507522,0,0.0,0.0,0,0,0,0,finding survives upcoming avengers end game film pretty much trump 's worries brexit,312260596,Error_Gen_Fail,512,Neutral
846,846,2019-03-30 20:54:04,1112095672524828673,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,922608114867888128,broncho2020,81,Negative
847,847,2019-03-30 20:54:06,1112095679634116609,0,0.0,0.0,0,0,YouTube,10228272,wrestlemania avengers endgame trailer reaction via,983771423083769857,TheDrewYariShow,141,Neutral
848,848,2019-03-30 20:54:17,1112095727671480322,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,717693284777402368,neltwo1,288,Negative
849,849,2019-03-30 20:54:18,1112095730892713984,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,346021441,tatyrexx,222,Negative
850,850,2019-03-30 20:54:19,1112095734030049282,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1058678793785786368,klausvlove,335,Negative
851,851,2019-03-30 20:54:19,1112095736328585218,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,988021340144914432,yourdeathh_,517,Negative
852,852,2019-03-30 20:54:20,1112095736735457282,0,0.0,0.0,858267155116072960,thenikhilkapur,thenikhilkapur,858267155116072960,ar rahman gona composing songs next avengers movie 'm already crying,860321390,Applester1,99,Negative
853,853,2019-03-30 20:54:25,1112095757958610946,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,390494921,espinozav15,243,Negative
854,854,2019-03-30 20:54:29,1112095774916206594,0,0.0,0.0,55670753,DC_Douglas,DC_Douglas,55670753,let voices heard voiceover avengersendgame avengers avengersmes r…,2560796215,buzz_lightqueer,115,Positive
855,855,2019-03-30 20:54:34,1112095796852334594,0,0.0,0.0,1007610384067379200,nomadcevans,nomadcevans,1007610384067379200,calling mom take back home one minute avengersendgame,1050416563407470598,Thordecepcionad,57,Negative
856,856,2019-03-30 20:54:35,1112095800337854464,0,0.0,0.0,909466584212631552,slaypreme,slaypreme,909466584212631552,preorder available order funko pop avengers endgame •hulk gamestop exclusive •captain america hot topic •…,805912915882614784,Spartan559,120,Negative
857,857,2019-03-30 20:54:55,1112095885293506562,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,960586591365365761,triss_24,37,Negative
858,858,2019-03-30 20:54:57,1112095891962376194,Avengers,1.1116742999901348e+18,393852070.0,0,0,Avengers,393852070,follow guys real thanos ant man buthole,1112092684716523521,iAmTheThanos,1,Negative
859,859,2019-03-30 20:54:58,1112095900023713792,0,0.0,0.0,1062966566977908736,emerson1oo_,emerson1oo_,1062966566977908736,avengers actually using powers defeat thanos black widow pulls pistol avengers,2230939542,kiarraababy,1200,Positive
860,860,2019-03-30 20:55:00,1112095906629857280,_Sasha_Marie,1.1120950084742348e+18,1.0806604751956788e+18,0,0,_Sasha_Marie,1080660475195678720,'s case gona bring whole avengers crew,239416962,zikay01,2374,Neutral
861,861,2019-03-30 20:55:06,1112095930449190912,0,0.0,0.0,0,0,0,0,feel like 'm excited scared avengers endgame infinity war bc og avengers didn't…,21017488,evie_136,1566,Negative
862,862,2019-03-30 20:55:06,1112095931225255936,0,0.0,0.0,14983499,Fandango,Fandango,14983499,avengethefalen avengers left fallen right avengersendgame,2811290454,Tryska_Always,290,Neutral
863,863,2019-03-30 20:55:10,1112095947310460933,0,0.0,0.0,0,0,0,0,come past epicgod captain marvel amp head toward avengers endgame ca n't continuant_consonant happened to…,516189907,furt1v3ly,379,Negative
864,864,2019-03-30 20:55:10,1112095948912644096,0,0.0,0.0,55670753,DC_Douglas,DC_Douglas,55670753,let voices heard voiceover avengersendgame avengers avengersmes r…,2760298686,rockxass,50,Positive
865,865,2019-03-30 20:55:15,1112095968873336833,0,0.0,0.0,909466584212631552,slaypreme,slaypreme,909466584212631552,preorder available order funko pop avengers endgame •hulk gamestop exclusive •captain america hot topic •…,852133580490895372,Josh_Hoyt_PA,557,Negative
866,866,2019-03-30 20:55:15,1112095970848845829,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,3371669110,transpidey,515,Negative
867,867,2019-03-30 20:55:19,1112095986732724227,EnglishSimmer,1.1120888784612106e+18,1648268328.0,0,0,EnglishSimmer,1648268328,question need right definitely keep story watch guardians…,1086709079651901441,KaiChen04,246,Negative
868,868,2019-03-30 20:55:23,1112096002738024448,0,0.0,0.0,0,0,GameOfThrones,180463340,episodes rewatch th movies rewatch plus…,556651600,ABeardedMaster,633,Neutral
869,869,2019-03-30 20:55:23,1112096003014971392,0,0.0,0.0,909466584212631552,slaypreme,slaypreme,909466584212631552,preorder available order funko pop avengers endgame •hulk gamestop exclusive •captain america hot topic •…,1016919789913157632,NoobsHappy,9,Negative
870,870,2019-03-30 20:55:26,1112096015061000193,0,0.0,0.0,1323363883,ForAllNerds,ForAllNerds,1323363883,fearless leader got endgose tedid get supo indie aists who…,177796953,Dallas_Penn,13177,Negative
871,871,2019-03-30 20:55:26,1112096015971016705,0,0.0,0.0,808424360080003077,ZakGhaliAZ,ZakGhaliAZ,808424360080003077,avengers headgame,4746025322,myles_pizzaR,158,Neutral
872,872,2019-03-30 20:55:27,1112096018609233920,0,0.0,0.0,558058556,then0wnow,then0wnow,558058556,avengers starlord punched thanos,623174408,boredasfawk,629,Negative
873,873,2019-03-30 20:55:30,1112096033595629568,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,832331144246984705,ulanyczlowiek,153,Negative
874,874,2019-03-30 20:55:31,1112096035558641664,0,0.0,0.0,0,0,Avengers,393852070,dnd classes friends dungeonsandragons dnde tabletoprpg avengersendgame thread,893551374545416192,DuncesDrunkards,94,Neutral
875,875,2019-03-30 20:55:31,1112096037659914242,0,0.0,0.0,1063864337251672065,ItsEduardo99,ItsEduardo99,1063864337251672065,necesito paner pa ' ver avengers endgame,2191603478,MonnyyRdz,590,Negative
876,876,2019-03-30 20:55:33,1112096044907585537,0,0.0,0.0,935870562097696768,OmkarPokharkar_,OmkarPokharkar_,935870562097696768,waiting friends upload avengers end game full movie whatsap status,228733939,YuvRaje,40,Positive
877,877,2019-03-30 20:55:36,1112096056693661696,0,0.0,0.0,2701407349,heroichollywood,heroichollywood,2701407349,james gun officially credited executive producer ‘ avengers endgame ’,4575034527,Reece_Lively,1190,Negative
878,878,2019-03-30 20:55:37,1112096061261258757,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,2762807224,bmeiw,15,Negative
879,879,2019-03-30 20:55:37,1112096062326624258,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,776153913313660928,shelbyymyers,124,Negative
880,880,2019-03-30 20:55:37,1112096063438102528,0,0.0,0.0,0,0,YouTube,10228272,avengers endgame deserves antman thanos meme captain marvel via,951641923525271553,GemMax34446698,57,Negative
881,881,2019-03-30 20:55:43,1112096088822083586,0,0.0,0.0,1112092684716523521,iAmTheThanos,iAmTheThanos,1112092684716523521,follow guys real thanos ant man buthole,1092110702473633792,Viconical,8,Negative
882,882,2019-03-30 20:55:46,1112096098695299072,0,0.0,0.0,703770406218371072,AnimeSempaikun,AnimeSempaikun,703770406218371072,kirito dont feel good saoanime avengers,704588926749536256,EuLifh,44,Positive
883,883,2019-03-30 20:55:46,1112096101190918144,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,60905191,wahyuppa,551,Negative
884,884,2019-03-30 20:55:47,1112096103418220544,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1864276638,Potterezftpll,1421,Negative
885,885,2019-03-30 20:55:50,1112096116034674694,0,0.0,0.0,3263526110,urvong,urvong,3263526110,found spongebob avengers trailer youtube,777165471095201792,luis_garciaa82,1114,Neutral
886,886,2019-03-30 20:55:52,1112096125929037829,0,0.0,0.0,0,0,0,0,ross marquand highfiving said liked avengers highlight day,3347555734,tashajagger_,415,Neutral
887,887,2019-03-30 20:55:53,1112096129989165062,Avengers,1.111659280359252e+18,393852070.0,0,0,Avengers,393852070,ant man butcheks,1112092684716523521,iAmTheThanos,1,Neutral
888,888,2019-03-30 20:56:00,1112096157054857216,0,0.0,0.0,558058556,then0wnow,then0wnow,558058556,avengers starlord punched thanos,3067098728,auntgoth,407,Negative
889,889,2019-03-30 20:56:01,1112096161081556992,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,992091209853267970,elbejune,22,Negative
890,890,2019-03-30 20:56:02,1112096168589357057,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1111970049693233152,futxrism,18,Negative
891,891,2019-03-30 20:56:05,1112096178475286533,0,0.0,0.0,137162715,joestarr187,joestarr187,137162715,time sta mcu rewatch avengers endgame rewatch mean watching thor ragnarok day,29717908,Maria_Dees,558,Neutral
892,892,2019-03-30 20:56:05,1112096179876179968,0,0.0,0.0,1112092684716523521,iAmTheThanos,iAmTheThanos,1112092684716523521,ant man butcheks,1092110702473633792,Viconical,8,Neutral
893,893,2019-03-30 20:56:05,1112096180056612871,0,0.0,0.0,0,0,0,0,avengers endgame toys new poster hit walma shelves cnet,246858388,TaniaGlezAZ,2941,Negative
894,894,2019-03-30 20:56:07,1112096186394132485,0,0.0,0.0,55670753,DC_Douglas,DC_Douglas,55670753,let voices heard voiceover avengersendgame avengers avengersmes r…,1092639722143473664,ElliotEdward2,301,Positive
895,895,2019-03-30 20:56:08,1112096192773664769,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,974069828343382017,Stuckyaremydads,9,Negative
896,896,2019-03-30 20:56:09,1112096195957215232,0,0.0,0.0,952815528648761344,Iowkeyodinson,Iowkeyodinson,952815528648761344,remember avengers fanon lived avengers tower yeah fuck dematerialize canon,959904522620624903,kamiltovya,68,Negative
897,897,2019-03-30 20:56:13,1112096211966808065,0,0.0,0.0,0,0,0,0,moment hope said scott 'd never caught think differ nice kind…,1021858222641164288,marvelstreep,798,Negative
898,898,2019-03-30 20:56:13,1112096214063947776,Avengers,1.11063251770982e+18,393852070.0,0,0,Avengers,393852070,one month ant man expands buttocks,1112092684716523521,iAmTheThanos,1,Negative
899,899,2019-03-30 20:56:15,1112096219977768960,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,4615880172,Http_xandreax,466,Negative
900,900,2019-03-30 20:56:19,1112096237019373570,0,0.0,0.0,1112092684716523521,iAmTheThanos,iAmTheThanos,1112092684716523521,one month ant man expands buttocks,1092110702473633792,Viconical,8,Negative
901,901,2019-03-30 20:56:21,1112096244808052737,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,945473730,ninaxrina,592,Negative
902,902,2019-03-30 20:56:21,1112096247702261761,0,0.0,0.0,17995040,benshapiro,benshapiro,17995040,avengers endgame three hours thanos teaching us agriculture,2581159473,2_perrotti,183,Negative
903,903,2019-03-30 20:56:28,1112096275221094400,0,0.0,0.0,0,0,YouTube,10228272,avengers endgame deserves antman thanos meme captain marvel via,103341721,jean0369,55,Negative
904,904,2019-03-30 20:56:30,1112096283706183680,0,0.0,0.0,0,0,0,0,’ gona rewatch avengers movies bc using things preparation endgame,1105672139968073729,T_Tdreamies,47,Neutral
905,905,2019-03-30 20:56:30,1112096285727825920,0,0.0,0.0,22490294,ComicBook,ComicBook,22490294,marvel launched hodie based avengers ' new “ quantum realm ” suit avengersendgame,211253764,cardenasgui,83,Negative
906,906,2019-03-30 20:56:35,1112096303104884736,0,0.0,0.0,393852070,Avengers,Avengers,393852070,'s look new international posters marvel studios ' avengersendgame,763806127,Fashionismykry1,3119,Negative
907,907,2019-03-30 20:56:42,1112096333828104193,0,0.0,0.0,894899924051136512,LightsCameraPod,LightsCameraPod,894899924051136512,would like j jonah jameson 'avengers endgame' jk simons reprised 'spiderman ' characte…,435584874,Great_jamaican,75,Positive
908,908,2019-03-30 20:56:43,1112096339712716800,0,0.0,0.0,0,0,0,0,avengers endgame iron man hot toys figure coming soon avengers endgame hotoys,71534180,DISKingdom,8158,Negative
909,909,2019-03-30 20:56:47,1112096355059683330,0,0.0,0.0,1058197229779980290,nacaomarvelofc,nacaomarvelofc,1058197229779980290,• avengers • avengers age ultron • avengers infinity war • avengers endgame,1636675392,daniellimasci,883,Negative
910,910,2019-03-30 20:56:48,1112096360373911555,0,0.0,0.0,1083952613857603584,peraltashaught,peraltashaught,1083952613857603584,brie “ theres avengers whatsap group ” larson,3155427734,tvdbadasss,331,Neutral
911,911,2019-03-30 20:56:50,1112096369882202113,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,swear teamup avengers endgame else ’ gona sue,1094814367562911744,yoonjieliggayu,54,Positive
912,912,2019-03-30 20:56:52,1112096374315732992,0,0.0,0.0,996111307261796352,OR0R0MUNROE,OR0R0MUNROE,996111307261796352,fools bufons hes trying get valkyrie date,599923359,HeroGirl1409,204,Neutral
913,913,2019-03-30 20:56:54,1112096385975762945,0,0.0,0.0,0,0,0,0,avengers endgame toys new poster hit walma shelves cnet,316331833,GamerGeekNews,8841,Negative
914,914,2019-03-30 20:56:57,1112096396482613249,0,0.0,0.0,312196589,TooStressful_,TooStressful_,312196589,attack titan april st shazam april th one punch man april th game thrones april th avengers end game april …,1079876038165975043,__EmmaKnight,35,Negative
915,915,2019-03-30 20:56:59,1112096405177409543,0,0.0,0.0,887077066000224259,DCMarvelUnite,DCMarvelUnite,887077066000224259,’ believe avengers spoilers already leaked online 🤦‍♂️,226570591,AAlShudayed,224,Neutral
916,916,2019-03-30 20:57:06,1112096434319511554,0,0.0,0.0,1083952613857603584,peraltashaught,peraltashaught,1083952613857603584,brie “ theres avengers whatsap group ” larson,352024825,starforcecarol,2766,Neutral
917,917,2019-03-30 20:57:07,1112096437351968770,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,1103373704661209088,Elizabe10161060,9,Negative
918,918,2019-03-30 20:57:07,1112096438408937473,0,0.0,0.0,393852070,Avengers,Avengers,393852070,whatever takes watch brand new trailer marvel studios ’ avengersendgame theaters april,3256340254,deathdome32,35,Negative
919,919,2019-03-30 20:57:07,1112096439780335616,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1049771419,johnnymacall,179,Negative
920,920,2019-03-30 20:57:16,1112096476421853186,0,0.0,0.0,0,0,0,0,avengers endgame toys new poster hit walma shelves cnet,835106462200397824,shahanwaruddin,44,Negative
921,921,2019-03-30 20:57:20,1112096492158885888,0,0.0,0.0,1053834793748639744,pop_o_cIock,pop_o_cIock,1053834793748639744,closer look avengers endgame thanos pop,2243248019,careyxavi,455,Neutral
922,922,2019-03-30 20:57:20,1112096495359197184,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1072863403,carlhdz,157,Negative
923,923,2019-03-30 20:57:23,1112096508206297088,0,0.0,0.0,0,0,0,0,yesterday trailers us avengers trailer came thor looked captain marvel lik…,3082992028,playrf4,136,Negative
924,924,2019-03-30 20:57:26,1112096516745973761,0,0.0,0.0,3290091088,donewitheworld,donewitheworld,3290091088,y'all remember guy avengers impression sound real omg,1100453898484105216,birdstoprey,223,Negative
925,925,2019-03-30 20:57:26,1112096520147554304,0,0.0,0.0,107070304,RealFlowLabs,RealFlowLabs,107070304,movie saturday avengers film check realflow specs making movie,1046817616894021632,w111p_x,194,Positive
926,926,2019-03-30 20:57:27,1112096523083530240,0,0.0,0.0,0,0,0,0,man christian stood like pa avengers 😂😂🤣🤣😁😍🤗 nacanpl,51825565,EbPoetry,4779,Negative
927,927,2019-03-30 20:57:28,1112096527172812800,0,0.0,0.0,14983499,Fandango,Fandango,14983499,avengethefalen avengers left fallen right avengersendgame,596050169,ForeverMayBaby,349,Neutral
928,928,2019-03-30 20:57:30,1112096536068931584,0,0.0,0.0,558058556,then0wnow,then0wnow,558058556,avengers starlord punched thanos,1008415528572973056,jungleflower1,290,Negative
929,929,2019-03-30 20:57:38,1112096569514512386,0,0.0,0.0,1453449222,iamgeekingout,iamgeekingout,1453449222,watching avengers endgame,1457594214,Gabo_156,245,Negative
930,930,2019-03-30 20:57:39,1112096573729705984,ChrisMNovak,1.112095759829291e+18,137866443.0,0,0,0,0,updating rankings marvel 's avengers iron man thor iron man captain america first avenger iron…,137866443,ChrisMNovak,1536,Negative
931,931,2019-03-30 20:57:39,1112096574623154176,0,0.0,0.0,0,0,0,0,avengers endgame toys new poster hit walma shelves,4499418563,Gander_News_a4,11380,Negative
932,932,2019-03-30 20:57:42,1112096583875731456,0,0.0,0.0,739399885,C_millz6,C_millz6,739399885,’ hospital thinking got fever entire avengers cast come full costume visit,740038110,CTRLALTHANNAH,305,Negative
933,933,2019-03-30 20:57:46,1112096602750181377,0,0.0,0.0,393852070,Avengers,Avengers,393852070,“ fight lives ” marvel studios ’ avengersendgame theaters april,1107069154543185931,Chellmi132,9,Negative
934,934,2019-03-30 20:57:48,1112096611352612864,0,0.0,0.0,393852070,Avengers,Avengers,393852070,month avengersendgame,460210662,paolaroblescaro,318,Neutral
